yearcode,region,regionname,tenure4,tenurename,poverty,povertyname,ten4s
2009,5,Scotland,2,Social rent,0,Not poor,13.1112076967596
2008,5,Scotland,2,Social rent,0,Not poor,13.2931560470062
2007,5,Scotland,2,Social rent,0,Not poor,13.9472129490416
2006,5,Scotland,2,Social rent,0,Not poor,14.3175403601076
2005,5,Scotland,2,Social rent,0,Not poor,14.4961092005661
2004,5,Scotland,2,Social rent,0,Not poor,14.6550522221773
2003,5,Scotland,2,Social rent,0,Not poor,14.4339786284031
2002,5,Scotland,2,Social rent,0,Not poor,13.7921803403955
2001,5,Scotland,2,Social rent,0,Not poor,13.9194950246251
2000,5,Scotland,2,Social rent,0,Not poor,15.2842188198694
1999,5,Scotland,2,Social rent,0,Not poor,16.3500147749111
1998,5,Scotland,2,Social rent,0,Not poor,16.8678022054855
1997,5,Scotland,2,Social rent,0,Not poor,17.562145718535
1996,5,Scotland,2,Social rent,0,Not poor,18.6944484404575
1995,5,Scotland,2,Social rent,0,Not poor,20.3286387248359
1994,5,Scotland,2,Social rent,0,Not poor,21.2085083416455
2018,5,Scotland,3,Private rent,0,Not poor,9.62900653563259
2017,5,Scotland,3,Private rent,0,Not poor,10.1002826973608
2016,5,Scotland,3,Private rent,0,Not poor,10.8579069051024
2015,5,Scotland,3,Private rent,0,Not poor,10.8693983779695
2014,5,Scotland,3,Private rent,0,Not poor,10.3730809020825
2013,5,Scotland,3,Private rent,0,Not poor,10.0559909343669
2012,5,Scotland,3,Private rent,0,Not poor,9.64476987170609
2011,5,Scotland,3,Private rent,0,Not poor,9.01644933144274
2010,5,Scotland,3,Private rent,0,Not poor,8.16634800835908
2009,5,Scotland,3,Private rent,0,Not poor,7.18385242829066
2008,5,Scotland,3,Private rent,0,Not poor,6.36342986660601
2007,5,Scotland,3,Private rent,0,Not poor,5.8640271900186
2006,5,Scotland,3,Private rent,0,Not poor,5.82987611638233
2005,5,Scotland,3,Private rent,0,Not poor,5.5921631230528
2004,5,Scotland,3,Private rent,0,Not poor,4.84866794812922
2003,5,Scotland,3,Private rent,0,Not poor,4.1456145297003
2002,5,Scotland,3,Private rent,0,Not poor,3.84524039626772
2001,5,Scotland,3,Private rent,0,Not poor,3.82350080058174
2000,5,Scotland,3,Private rent,0,Not poor,4.11928815601398
1999,5,Scotland,3,Private rent,0,Not poor,4.28216655803044
1998,5,Scotland,3,Private rent,0,Not poor,3.86274839717118
1997,5,Scotland,3,Private rent,0,Not poor,3.56563149908235
1996,5,Scotland,3,Private rent,0,Not poor,3.32525316753218
1995,5,Scotland,3,Private rent,0,Not poor,2.99768072123607
1994,5,Scotland,3,Private rent,0,Not poor,2.89129037592779
2018,5,Scotland,4,Care of/rent free,0,Not poor,11.6644790293681
2017,5,Scotland,4,Care of/rent free,0,Not poor,11.4606310545446
2016,5,Scotland,4,Care of/rent free,0,Not poor,11.2891259524853
2015,5,Scotland,4,Care of/rent free,0,Not poor,11.9869974591966
2014,5,Scotland,4,Care of/rent free,0,Not poor,12.9436655549506
2013,5,Scotland,4,Care of/rent free,0,Not poor,12.6813531763203
2012,5,Scotland,4,Care of/rent free,0,Not poor,12.2013221035947
2011,5,Scotland,4,Care of/rent free,0,Not poor,12.5207538460019
2010,5,Scotland,4,Care of/rent free,0,Not poor,12.7237554382584
2009,5,Scotland,4,Care of/rent free,0,Not poor,12.8885094218023
2008,5,Scotland,4,Care of/rent free,0,Not poor,13.2786997165732
2007,5,Scotland,4,Care of/rent free,0,Not poor,13.2951261367092
2006,5,Scotland,4,Care of/rent free,0,Not poor,12.7667653492119
2005,5,Scotland,4,Care of/rent free,0,Not poor,12.5194356747528
2004,5,Scotland,4,Care of/rent free,0,Not poor,12.9219455728051
2003,5,Scotland,4,Care of/rent free,0,Not poor,13.4119192250243
2002,5,Scotland,4,Care of/rent free,0,Not poor,14.0338183580433
2001,5,Scotland,4,Care of/rent free,0,Not poor,14.430766531422
2000,5,Scotland,4,Care of/rent free,0,Not poor,14.162475912368
1999,5,Scotland,4,Care of/rent free,0,Not poor,13.8608134676568
1998,5,Scotland,4,Care of/rent free,0,Not poor,14.2574822018998
1997,5,Scotland,4,Care of/rent free,0,Not poor,15.1535074639809
1996,5,Scotland,4,Care of/rent free,0,Not poor,15.7937749439416
1995,5,Scotland,4,Care of/rent free,0,Not poor,16.2807300086895
1994,5,Scotland,4,Care of/rent free,0,Not poor,16.5709456945705
2018,6,Northern Ireland,1,Owner occupier,0,Not poor,62.8272716824863
2017,6,Northern Ireland,1,Owner occupier,0,Not poor,62.8249103356485
2016,6,Northern Ireland,1,Owner occupier,0,Not poor,63.1842166694669
2015,6,Northern Ireland,1,Owner occupier,0,Not poor,64.1962808890215
2014,6,Northern Ireland,1,Owner occupier,0,Not poor,64.9276291873996
2013,6,Northern Ireland,1,Owner occupier,0,Not poor,65.1035134586551
2012,6,Northern Ireland,1,Owner occupier,0,Not poor,65.5609124624251
2011,6,Northern Ireland,1,Owner occupier,0,Not poor,65.9104718913059
2010,6,Northern Ireland,1,Owner occupier,0,Not poor,65.737913010906
2009,6,Northern Ireland,1,Owner occupier,0,Not poor,65.0254732704232
2008,6,Northern Ireland,1,Owner occupier,0,Not poor,65.1196875800876
2007,6,Northern Ireland,1,Owner occupier,0,Not poor,66.697996581962
2006,6,Northern Ireland,1,Owner occupier,0,Not poor,67.5502809267442
2005,6,Northern Ireland,1,Owner occupier,0,Not poor,67.6169939325008
2004,6,Northern Ireland,1,Owner occupier,0,Not poor,68.1546576999556
2003,6,Northern Ireland,1,Owner occupier,0,Not poor,68.8265207968005
2002,6,Northern Ireland,1,Owner occupier,0,Not poor,69.1064555561788
2018,6,Northern Ireland,2,Social rent,0,Not poor,8.41925047359626
2017,6,Northern Ireland,2,Social rent,0,Not poor,7.90299300047258
2016,6,Northern Ireland,2,Social rent,0,Not poor,7.26060560071441
2015,6,Northern Ireland,2,Social rent,0,Not poor,7.3186285366751
2014,6,Northern Ireland,2,Social rent,0,Not poor,7.34092551382406
2013,6,Northern Ireland,2,Social rent,0,Not poor,7.53774055236267
2012,6,Northern Ireland,2,Social rent,0,Not poor,8.32079042089552
2011,6,Northern Ireland,2,Social rent,0,Not poor,8.82009130993104
2010,6,Northern Ireland,2,Social rent,0,Not poor,8.58976839650373
2009,6,Northern Ireland,2,Social rent,0,Not poor,8.27281892401332
2008,6,Northern Ireland,2,Social rent,0,Not poor,8.2461598949618
2007,6,Northern Ireland,2,Social rent,0,Not poor,7.86097418289994
2006,6,Northern Ireland,2,Social rent,0,Not poor,7.7062828704821
2005,6,Northern Ireland,2,Social rent,0,Not poor,8.27013954311151
2004,6,Northern Ireland,2,Social rent,0,Not poor,8.57621547991566
2003,6,Northern Ireland,2,Social rent,0,Not poor,8.69896736803839
2002,6,Northern Ireland,2,Social rent,0,Not poor,8.86396000681829
2018,6,Northern Ireland,3,Private rent,0,Not poor,12.1141172541171
2017,6,Northern Ireland,3,Private rent,0,Not poor,12.3894215166195
2016,6,Northern Ireland,3,Private rent,0,Not poor,12.8807205143617
2015,6,Northern Ireland,3,Private rent,0,Not poor,12.3991189384869
2014,6,Northern Ireland,3,Private rent,0,Not poor,11.7793861818491
2013,6,Northern Ireland,3,Private rent,0,Not poor,11.9487094999548
2012,6,Northern Ireland,3,Private rent,0,Not poor,11.2966207369948
2011,6,Northern Ireland,3,Private rent,0,Not poor,10.3576137538895
2010,6,Northern Ireland,3,Private rent,0,Not poor,10.2954276466279
2009,6,Northern Ireland,3,Private rent,0,Not poor,10.1869366491346
2008,6,Northern Ireland,3,Private rent,0,Not poor,9.4351692422076
2007,6,Northern Ireland,3,Private rent,0,Not poor,8.29515666559666
2006,6,Northern Ireland,3,Private rent,0,Not poor,7.25464860595873
2005,6,Northern Ireland,3,Private rent,0,Not poor,6.3914627190723
2004,6,Northern Ireland,3,Private rent,0,Not poor,5.57735171116754
2003,6,Northern Ireland,3,Private rent,0,Not poor,5.11918886030431
2002,6,Northern Ireland,3,Private rent,0,Not poor,5.02245067366549
2018,6,Northern Ireland,4,Care of/rent free,0,Not poor,16.6393605898003
2017,6,Northern Ireland,4,Care of/rent free,0,Not poor,16.8826751472594
2016,6,Northern Ireland,4,Care of/rent free,0,Not poor,16.674457215457
2015,6,Northern Ireland,4,Care of/rent free,0,Not poor,16.0859716358165
2014,6,Northern Ireland,4,Care of/rent free,0,Not poor,15.9520591169272
2013,6,Northern Ireland,4,Care of/rent free,0,Not poor,15.4100364890274
2012,6,Northern Ireland,4,Care of/rent free,0,Not poor,14.8216763796846
2011,6,Northern Ireland,4,Care of/rent free,0,Not poor,14.9118230448735
2010,6,Northern Ireland,4,Care of/rent free,0,Not poor,15.3768909459624
2009,6,Northern Ireland,4,Care of/rent free,0,Not poor,16.5147711564289
2008,6,Northern Ireland,4,Care of/rent free,0,Not poor,17.198983282743
2007,6,Northern Ireland,4,Care of/rent free,0,Not poor,17.1458725695414
2006,6,Northern Ireland,4,Care of/rent free,0,Not poor,17.488787596815
2005,6,Northern Ireland,4,Care of/rent free,0,Not poor,17.7214038053154
2004,6,Northern Ireland,4,Care of/rent free,0,Not poor,17.6917751089612
2003,6,Northern Ireland,4,Care of/rent free,0,Not poor,17.3553229748568
2002,6,Northern Ireland,4,Care of/rent free,0,Not poor,17.0071337633374
2018,1,London,1,Owner occupier,1,Poor,23.3343169538553
2017,1,London,1,Owner occupier,1,Poor,23.4376378406782
2016,1,London,1,Owner occupier,1,Poor,22.5521933472907
2015,1,London,1,Owner occupier,1,Poor,20.9600051564353
2014,1,London,1,Owner occupier,1,Poor,20.7662489595354
2013,1,London,1,Owner occupier,1,Poor,22.3953712446622
2012,1,London,1,Owner occupier,1,Poor,23.086718662317
2011,1,London,1,Owner occupier,1,Poor,22.2461543784788
2010,1,London,1,Owner occupier,1,Poor,23.4736296995167
2009,1,London,1,Owner occupier,1,Poor,25.346085002528
2008,1,London,1,Owner occupier,1,Poor,26.919361497132
2007,1,London,1,Owner occupier,1,Poor,28.8607899754632
2006,1,London,1,Owner occupier,1,Poor,28.8003441590248
2005,1,London,1,Owner occupier,1,Poor,28.3470339977262
2004,1,London,1,Owner occupier,1,Poor,28.9872884351648
2003,1,London,1,Owner occupier,1,Poor,29.017587702415
2002,1,London,1,Owner occupier,1,Poor,28.1218595577628
2001,1,London,1,Owner occupier,1,Poor,28.0046983387998
2000,1,London,1,Owner occupier,1,Poor,28.0037915833793
1999,1,London,1,Owner occupier,1,Poor,27.0654489489125
1998,1,London,1,Owner occupier,1,Poor,28.0688268594763
1997,1,London,1,Owner occupier,1,Poor,29.2491676119986
1996,1,London,1,Owner occupier,1,Poor,28.033807037442
1995,1,London,1,Owner occupier,1,Poor,27.1402418940417
1994,1,London,1,Owner occupier,1,Poor,27.1779876343402
2018,1,London,2,Social rent,1,Poor,29.6174356224934
2017,1,London,2,Social rent,1,Poor,29.7562958223307
2016,1,London,2,Social rent,1,Poor,29.0110176528641
2015,1,London,2,Social rent,1,Poor,27.3348920864855
2014,1,London,2,Social rent,1,Poor,27.1347919010196
2013,1,London,2,Social rent,1,Poor,27.3599317785858
2012,1,London,2,Social rent,1,Poor,26.7136136229151
2011,1,London,2,Social rent,1,Poor,25.9938001331185
2010,1,London,2,Social rent,1,Poor,25.4567951479557
2009,1,London,2,Social rent,1,Poor,26.1897041826086
2008,1,London,2,Social rent,1,Poor,28.0046450875459
2007,1,London,2,Social rent,1,Poor,30.3095474177213
2006,1,London,2,Social rent,1,Poor,32.5674285905749
2005,1,London,2,Social rent,1,Poor,33.8914687004166
2004,1,London,2,Social rent,1,Poor,34.5841164908059
2003,1,London,2,Social rent,1,Poor,35.0368810921218
2002,1,London,2,Social rent,1,Poor,36.9732220517133
2001,1,London,2,Social rent,1,Poor,40.6287715206881
2000,1,London,2,Social rent,1,Poor,43.3868133617803
1999,1,London,2,Social rent,1,Poor,44.3825825062143
1998,1,London,2,Social rent,1,Poor,43.0529619638757
1997,1,London,2,Social rent,1,Poor,41.8526740647398
1996,1,London,2,Social rent,1,Poor,43.4510983381652
1995,1,London,2,Social rent,1,Poor,44.6000426213633
1994,1,London,2,Social rent,1,Poor,44.3827398118641
2018,1,London,3,Private rent,1,Poor,32.6021966119427
2017,1,London,3,Private rent,1,Poor,32.2877673315277
2016,1,London,3,Private rent,1,Poor,33.7472425368447
2015,1,London,3,Private rent,1,Poor,36.1629216048764
2014,1,London,3,Private rent,1,Poor,36.3380008439578
2013,1,London,3,Private rent,1,Poor,34.7822041498603
2012,1,London,3,Private rent,1,Poor,33.2306809653385
2011,1,London,3,Private rent,1,Poor,33.8777376527742
2010,1,London,3,Private rent,1,Poor,34.5696211939419
2009,1,London,3,Private rent,1,Poor,32.6897270447262
2008,1,London,3,Private rent,1,Poor,28.1383338458216
2007,1,London,3,Private rent,1,Poor,23.6945249853766
2006,1,London,3,Private rent,1,Poor,23.1420899376309
2005,1,London,3,Private rent,1,Poor,23.0709415451072
2004,1,London,3,Private rent,1,Poor,21.7894620785385
2003,1,London,3,Private rent,1,Poor,21.3553691064657
2002,1,London,3,Private rent,1,Poor,20.6302980314037
2001,1,London,3,Private rent,1,Poor,19.03079352802
2000,1,London,3,Private rent,1,Poor,17.995131603552
1999,1,London,3,Private rent,1,Poor,18.6846633314913
1998,1,London,3,Private rent,1,Poor,18.8226845603494
1997,1,London,3,Private rent,1,Poor,17.5480217707588
1996,1,London,3,Private rent,1,Poor,17.7992944998478
1995,1,London,3,Private rent,1,Poor,19.2286579695689
1994,1,London,3,Private rent,1,Poor,19.8187832347107
2018,1,London,4,Care of/rent free,1,Poor,14.4460508117087
2017,1,London,4,Care of/rent free,1,Poor,14.5182990054633
2016,1,London,4,Care of/rent free,1,Poor,14.6895464630005
2015,1,London,4,Care of/rent free,1,Poor,15.5421811522028
2014,1,London,4,Care of/rent free,1,Poor,15.7609582954873
2013,1,London,4,Care of/rent free,1,Poor,15.4624928268916
2012,1,London,4,Care of/rent free,1,Poor,16.9689867494294
2011,1,London,4,Care of/rent free,1,Poor,17.8823078356285
2010,1,London,4,Care of/rent free,1,Poor,16.4999539585857
2009,1,London,4,Care of/rent free,1,Poor,15.7744837701372
2008,1,London,4,Care of/rent free,1,Poor,16.9376595695005
2007,1,London,4,Care of/rent free,1,Poor,17.1351376214389
2006,1,London,4,Care of/rent free,1,Poor,15.4901373127694
2005,1,London,4,Care of/rent free,1,Poor,14.6905557567499
2004,1,London,4,Care of/rent free,1,Poor,14.6391329954909
2003,1,London,4,Care of/rent free,1,Poor,14.5901620989975
2002,1,London,4,Care of/rent free,1,Poor,14.2746203591202
2001,1,London,4,Care of/rent free,1,Poor,12.3357366124921
2000,1,London,4,Care of/rent free,1,Poor,10.6142634512884
1999,1,London,4,Care of/rent free,1,Poor,9.86730521338189
1998,1,London,4,Care of/rent free,1,Poor,10.0555266162987
1997,1,London,4,Care of/rent free,1,Poor,11.3501365525028
1996,1,London,4,Care of/rent free,1,Poor,10.715800124545
1995,1,London,4,Care of/rent free,1,Poor,9.03105751502618
1994,1,London,4,Care of/rent free,1,Poor,8.62048931908498
2018,2,South,1,Owner occupier,1,Poor,38.8454736831726
2017,2,South,1,Owner occupier,1,Poor,38.4371124604863
2016,2,South,1,Owner occupier,1,Poor,37.6984534408288
2015,2,South,1,Owner occupier,1,Poor,37.2819111833891
2014,2,South,1,Owner occupier,1,Poor,36.6993091412678
2013,2,South,1,Owner occupier,1,Poor,36.6129602746758
2012,2,South,1,Owner occupier,1,Poor,37.8401131291633
2011,2,South,1,Owner occupier,1,Poor,38.913916435686
2010,2,South,1,Owner occupier,1,Poor,39.3416492318898
2009,2,South,1,Owner occupier,1,Poor,40.8294645605469
2008,2,South,1,Owner occupier,1,Poor,43.8772015390278
2007,2,South,1,Owner occupier,1,Poor,45.6523045910631
2006,2,South,1,Owner occupier,1,Poor,45.7190892428344
2005,2,South,1,Owner occupier,1,Poor,46.3050468140824
2004,2,South,1,Owner occupier,1,Poor,46.5982024240206
2003,2,South,1,Owner occupier,1,Poor,45.7613172372345
2002,2,South,1,Owner occupier,1,Poor,45.8649029621781
2001,2,South,1,Owner occupier,1,Poor,47.3408799946019
2000,2,South,1,Owner occupier,1,Poor,47.9617686765029
1999,2,South,1,Owner occupier,1,Poor,47.3201210364709
1998,2,South,1,Owner occupier,1,Poor,46.6625006703938
1997,2,South,1,Owner occupier,1,Poor,45.0534430573214
1996,2,South,1,Owner occupier,1,Poor,43.5277830068835
1995,2,South,1,Owner occupier,1,Poor,44.3086852786282
1994,2,South,1,Owner occupier,1,Poor,45.2069052352183
2018,2,South,2,Social rent,1,Poor,21.9613665849312
2017,2,South,2,Social rent,1,Poor,22.645174151091
2016,2,South,2,Social rent,1,Poor,23.5257071320206
2015,2,South,2,Social rent,1,Poor,23.5246600393546
2014,2,South,2,Social rent,1,Poor,23.6546999524538
2013,2,South,2,Social rent,1,Poor,24.1606630436514
2012,2,South,2,Social rent,1,Poor,24.063056429091
2011,2,South,2,Social rent,1,Poor,23.9351178285532
2010,2,South,2,Social rent,1,Poor,24.2905019761787
2009,2,South,2,Social rent,1,Poor,24.1127156759699
2008,2,South,2,Social rent,1,Poor,23.1382429511296
2007,2,South,2,Social rent,1,Poor,22.9431805459355
2006,2,South,2,Social rent,1,Poor,24.1212996500351
2005,2,South,2,Social rent,1,Poor,24.9963710388529
2004,2,South,2,Social rent,1,Poor,25.5857638479144
2003,2,South,2,Social rent,1,Poor,27.6399918546986
2002,2,South,2,Social rent,1,Poor,29.2151454332807
2001,2,South,2,Social rent,1,Poor,29.4369156897783
2000,2,South,2,Social rent,1,Poor,30.5130509188831
1999,2,South,2,Social rent,1,Poor,31.2608533179614
1998,2,South,2,Social rent,1,Poor,31.0546304597301
1997,2,South,2,Social rent,1,Poor,31.5547542797441
1996,2,South,2,Social rent,1,Poor,32.2536069218138
1995,2,South,2,Social rent,1,Poor,31.1561839038454
1994,2,South,2,Social rent,1,Poor,29.9403848088797
2018,2,South,3,Private rent,1,Poor,28.7744653753006
2017,2,South,3,Private rent,1,Poor,29.1917073802853
2016,2,South,3,Private rent,1,Poor,29.4510252271097
2015,2,South,3,Private rent,1,Poor,29.5771766870912
2014,2,South,3,Private rent,1,Poor,29.9907671630214
2013,2,South,3,Private rent,1,Poor,29.7626249013203
2012,2,South,3,Private rent,1,Poor,28.7152252226823
2011,2,South,3,Private rent,1,Poor,27.6524192231907
2010,2,South,3,Private rent,1,Poor,26.760347008188
2009,2,South,3,Private rent,1,Poor,25.1108977398772
2008,2,South,3,Private rent,1,Poor,23.4895342542249
2007,2,South,3,Private rent,1,Poor,22.9878713935419
2006,2,South,3,Private rent,1,Poor,21.7407309922314
2005,2,South,3,Private rent,1,Poor,19.368734744317
2004,2,South,3,Private rent,1,Poor,18.3759313020212
2003,2,South,3,Private rent,1,Poor,18.0727866023252
2002,2,South,3,Private rent,1,Poor,17.2293938631383
2001,2,South,3,Private rent,1,Poor,16.0012121680403
2000,2,South,3,Private rent,1,Poor,14.751039636179
1999,2,South,3,Private rent,1,Poor,14.6808556055498
1998,2,South,3,Private rent,1,Poor,14.9040226929231
1997,2,South,3,Private rent,1,Poor,15.6854089862606
1996,2,South,3,Private rent,1,Poor,17.0500659287729
1995,2,South,3,Private rent,1,Poor,18.1859372740397
1994,2,South,3,Private rent,1,Poor,18.8646334553933
2018,2,South,4,Care of/rent free,1,Poor,10.4186943565957
2017,2,South,4,Care of/rent free,1,Poor,9.72600600813741
2016,2,South,4,Care of/rent free,1,Poor,9.32481420004085
2015,2,South,4,Care of/rent free,1,Poor,9.61625209016506
2014,2,South,4,Care of/rent free,1,Poor,9.65522374325692
2013,2,South,4,Care of/rent free,1,Poor,9.46375178035256
2012,2,South,4,Care of/rent free,1,Poor,9.38160521906345
2011,2,South,4,Care of/rent free,1,Poor,9.49854651257012
2010,2,South,4,Care of/rent free,1,Poor,9.60750178374354
2009,2,South,4,Care of/rent free,1,Poor,9.94692202360601
2008,2,South,4,Care of/rent free,1,Poor,9.49502125561768
2007,2,South,4,Care of/rent free,1,Poor,8.41664346945948
2006,2,South,4,Care of/rent free,1,Poor,8.41888011489906
2005,2,South,4,Care of/rent free,1,Poor,9.32984740274781
2004,2,South,4,Care of/rent free,1,Poor,9.44010242604383
2003,2,South,4,Care of/rent free,1,Poor,8.52590430574167
2002,2,South,4,Care of/rent free,1,Poor,7.69055774140287
2001,2,South,4,Care of/rent free,1,Poor,7.22099214757954
2000,2,South,4,Care of/rent free,1,Poor,6.77414076843498
1999,2,South,4,Care of/rent free,1,Poor,6.73817004001792
1998,2,South,4,Care of/rent free,1,Poor,7.37884617695299
1997,2,South,4,Care of/rent free,1,Poor,7.7063936766739
1996,2,South,4,Care of/rent free,1,Poor,7.16854414252983
1995,2,South,4,Care of/rent free,1,Poor,6.34919354348673
1994,2,South,4,Care of/rent free,1,Poor,5.98807650050874
2018,3,Midlands,1,Owner occupier,1,Poor,36.0435550033197
2017,3,Midlands,1,Owner occupier,1,Poor,34.5516883824409
2016,3,Midlands,1,Owner occupier,1,Poor,31.9517286739964
2015,3,Midlands,1,Owner occupier,1,Poor,31.4972632295466
2014,3,Midlands,1,Owner occupier,1,Poor,32.1079728883724
2013,3,Midlands,1,Owner occupier,1,Poor,31.8109343254448
2012,3,Midlands,1,Owner occupier,1,Poor,33.1901912763443
2011,3,Midlands,1,Owner occupier,1,Poor,36.1866708267417
2010,3,Midlands,1,Owner occupier,1,Poor,38.108944066687
2009,3,Midlands,1,Owner occupier,1,Poor,39.1021647540945
2008,3,Midlands,1,Owner occupier,1,Poor,40.5158729276869
2007,3,Midlands,1,Owner occupier,1,Poor,41.8787311652099
2006,3,Midlands,1,Owner occupier,1,Poor,42.2401059846149
2005,3,Midlands,1,Owner occupier,1,Poor,42.5014286657567
2004,3,Midlands,1,Owner occupier,1,Poor,42.7914720382279
2003,3,Midlands,1,Owner occupier,1,Poor,42.6688351900766
2002,3,Midlands,1,Owner occupier,1,Poor,43.8091347679305
2001,3,Midlands,1,Owner occupier,1,Poor,45.056353679076
2000,3,Midlands,1,Owner occupier,1,Poor,43.8435051868664
1999,3,Midlands,1,Owner occupier,1,Poor,42.3854889288832
1998,3,Midlands,1,Owner occupier,1,Poor,40.7019966471622
1997,3,Midlands,1,Owner occupier,1,Poor,39.3994641450499
1996,3,Midlands,1,Owner occupier,1,Poor,39.9136299179935
1995,3,Midlands,1,Owner occupier,1,Poor,39.0762595788152
1994,3,Midlands,1,Owner occupier,1,Poor,37.8379019871875
2018,3,Midlands,2,Social rent,1,Poor,28.3346148440095
2017,3,Midlands,2,Social rent,1,Poor,29.2362721470084
2016,3,Midlands,2,Social rent,1,Poor,30.5133259455814
2015,3,Midlands,2,Social rent,1,Poor,30.1108737407624
2014,3,Midlands,2,Social rent,1,Poor,28.3825368131859
2013,3,Midlands,2,Social rent,1,Poor,25.880225509077
2012,3,Midlands,2,Social rent,1,Poor,24.6908756272395
2011,3,Midlands,2,Social rent,1,Poor,26.2711037372746
2010,3,Midlands,2,Social rent,1,Poor,27.4829817100559
2009,3,Midlands,2,Social rent,1,Poor,27.2593420654488
2008,3,Midlands,2,Social rent,1,Poor,26.820247187645
2007,3,Midlands,2,Social rent,1,Poor,26.4980443389903
2006,3,Midlands,2,Social rent,1,Poor,26.599268683973
2005,3,Midlands,2,Social rent,1,Poor,27.8597204162134
2004,3,Midlands,2,Social rent,1,Poor,29.9754017113501
2003,3,Midlands,2,Social rent,1,Poor,31.5952249227599
2002,3,Midlands,2,Social rent,1,Poor,32.6165878634034
2001,3,Midlands,2,Social rent,1,Poor,34.3134110578835
2000,3,Midlands,2,Social rent,1,Poor,36.389704399073
1999,3,Midlands,2,Social rent,1,Poor,38.0181135586496
1998,3,Midlands,2,Social rent,1,Poor,39.6719334595177
1997,3,Midlands,2,Social rent,1,Poor,39.818850352629
1996,3,Midlands,2,Social rent,1,Poor,38.8488390526391
1995,3,Midlands,2,Social rent,1,Poor,39.3672446773039
1994,3,Midlands,2,Social rent,1,Poor,40.1388332966646
2018,3,Midlands,3,Private rent,1,Poor,23.1061231607164
2017,3,Midlands,3,Private rent,1,Poor,23.5037145631986
2016,3,Midlands,3,Private rent,1,Poor,24.6837793527762
2015,3,Midlands,3,Private rent,1,Poor,25.4897223466709
2014,3,Midlands,3,Private rent,1,Poor,26.2193692219582
2013,3,Midlands,3,Private rent,1,Poor,28.3200284749764
2012,3,Midlands,3,Private rent,1,Poor,28.3049967473941
2011,3,Midlands,3,Private rent,1,Poor,25.3982309935259
2010,3,Midlands,3,Private rent,1,Poor,23.0450886570335
2009,3,Midlands,3,Private rent,1,Poor,21.5656556148604
2008,3,Midlands,3,Private rent,1,Poor,19.847677317159
2007,3,Midlands,3,Private rent,1,Poor,18.3704203161642
2006,3,Midlands,3,Private rent,1,Poor,18.4328777594388
2005,3,Midlands,3,Private rent,1,Poor,17.6201179723505
2004,3,Midlands,3,Private rent,1,Poor,15.388346013743
2003,3,Midlands,3,Private rent,1,Poor,14.5008174079157
2002,3,Midlands,3,Private rent,1,Poor,13.2420851553016
2001,3,Midlands,3,Private rent,1,Poor,10.6492879397384
2000,3,Midlands,3,Private rent,1,Poor,9.99910678314552
1999,3,Midlands,3,Private rent,1,Poor,10.8011827084449
1998,3,Midlands,3,Private rent,1,Poor,11.7289793992102
1997,3,Midlands,3,Private rent,1,Poor,12.7951409964268
1996,3,Midlands,3,Private rent,1,Poor,12.6701688026873
1995,3,Midlands,3,Private rent,1,Poor,12.7959087647458
1994,3,Midlands,3,Private rent,1,Poor,13.3893826176258
2018,3,Midlands,4,Care of/rent free,1,Poor,12.5157069919544
2017,3,Midlands,4,Care of/rent free,1,Poor,12.7083249073521
2016,3,Midlands,4,Care of/rent free,1,Poor,12.851166027646
2015,3,Midlands,4,Care of/rent free,1,Poor,12.9021406830201
2014,3,Midlands,4,Care of/rent free,1,Poor,13.2901210764835
2013,3,Midlands,4,Care of/rent free,1,Poor,13.9888116905018
2012,3,Midlands,4,Care of/rent free,1,Poor,13.8139363490222
2011,3,Midlands,4,Care of/rent free,1,Poor,12.1439944424578
2010,3,Midlands,4,Care of/rent free,1,Poor,11.3629855662236
2009,3,Midlands,4,Care of/rent free,1,Poor,12.0728375655962
2008,3,Midlands,4,Care of/rent free,1,Poor,12.8162025675092
2007,3,Midlands,4,Care of/rent free,1,Poor,13.2528041796356
2006,3,Midlands,4,Care of/rent free,1,Poor,12.7277475719733
2005,3,Midlands,4,Care of/rent free,1,Poor,12.0187329456794
2004,3,Midlands,4,Care of/rent free,1,Poor,11.844780236679
2003,3,Midlands,4,Care of/rent free,1,Poor,11.2351224792479
2002,3,Midlands,4,Care of/rent free,1,Poor,10.3321922133645
2001,3,Midlands,4,Care of/rent free,1,Poor,9.98094732330208
2000,3,Midlands,4,Care of/rent free,1,Poor,9.76768363091505
1999,3,Midlands,4,Care of/rent free,1,Poor,8.79521480402229
1998,3,Midlands,4,Care of/rent free,1,Poor,7.89709049410989
1997,3,Midlands,4,Care of/rent free,1,Poor,7.98654450589427
1996,3,Midlands,4,Care of/rent free,1,Poor,8.5673622266801
1995,3,Midlands,4,Care of/rent free,1,Poor,8.76058697913509
1994,3,Midlands,4,Care of/rent free,1,Poor,8.6338820985221
2018,4,North/Wales,1,Owner occupier,1,Poor,33.6514855748339
2017,4,North/Wales,1,Owner occupier,1,Poor,33.6394089942176
2016,4,North/Wales,1,Owner occupier,1,Poor,33.9397578273283
2015,4,North/Wales,1,Owner occupier,1,Poor,34.0444504748524
2014,4,North/Wales,1,Owner occupier,1,Poor,33.1200736231664
2013,4,North/Wales,1,Owner occupier,1,Poor,32.0775378117269
2012,4,North/Wales,1,Owner occupier,1,Poor,32.3752165483927
